"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FS","2022-06-26","84","-1.16","6.17","Harris II, Michael",671739,664062,,"foul",,,,,9,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","S",,,1,1,2022,"-1.1","-0.11","0.33","1.83",,594807,,1,3,"Bot",,,,,669257,,,5.571751622762379,-122.30115909711454,-3.5232219840966845,-12.110022280460864,20.628197756583823,-32.83464501476837,"3.5","1.65",,,,"83.8",1472,"5.8",661512,664062,669257,518692,666158,571970,607208,657193,641355,572204,"54.67",,,,,,,,20,3,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",247,"0","-0.082"
"FF","2022-06-26","92.7","-1.04","6.28","Harris II, Michael",671739,664062,,"foul",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","S",,,1,0,2022,"-0.71","1.33","0.99","2.46",,594807,,1,3,"Bot",,,,,669257,,,6.6903494605519835,-134.8289147848935,-6.8464804550227445,-10.07448102640285,28.048137139114967,-14.649834136072862,"3.5","1.65",,,,"92.4",2257,"6",661512,664062,669257,518692,666158,571970,607208,657193,641355,572204,"54.48",,,,,,,,20,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","-0.042"
"FS","2022-06-26","83.2","-1.04","6.15","Harris II, Michael",671739,664062,,"blocked_ball",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","B",,,0,0,2022,"-1.16","0.34","0.67","0.64",,594807,,1,3,"Bot",,,,,669257,,,6.130018447900316,-120.95112218214628,-6.8577770605114905,-12.50728204021772,21.422748911649233,-27.744868174685276,"3.55","1.67",,,,"82.8",1453,"5.9",661512,664062,669257,518692,666158,571970,607208,657193,641355,572204,"54.6",,,,,,,,20,1,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",240,"0","0.028"
"SL","2022-06-26","82.4","-1.59","5.14","Harris II, Michael",671739,606625,"strikeout","swinging_strike",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","S",2,,0,2,2022,"1.1","0","0.72","1.21",,,,0,9,"Bot",,,,,669257,,,3.1083777145431637,-120.01193035421748,-2.3983620821986795,9.929642618838185,24.407113841943954,-31.90901928777337,"3.5","1.65",,,,"82.5",2525,"6.4",661512,606625,669257,518692,666158,571970,607208,621035,641355,572204,"54.06",,,"0",1,0,0,,73,4,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",69,"-0.057","-0.141"
"CH","2022-06-26","91.7","-1.52","5.26","Harris II, Michael",671739,606625,,"foul",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","S",,,0,2,2022,"-1.58","0.57","-0.01","1",,,,0,9,"Bot",,,,,669257,,,7.272601686011823,-133.30643410360221,-6.178468548447828,-20.412686278517253,28.34942087303242,-24.21945677299232,"3.5","1.65",1,"22.1",-42,"92",2091,"6.5",661512,606625,669257,518692,666158,571970,607208,621035,641355,572204,"53.98",,,,,,,,73,3,"Changeup",2,2,2,2,2,2,2,2,"Infield shift","Standard",233,"0","0"
"FF","2022-06-26","96","-1.25","5.38","Harris II, Michael",671739,606625,,"foul",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","S",,,0,1,2022,"-0.59","1.33","1.08","2.15",,,,0,9,"Bot",,,,,669257,,,7.525950621316043,-139.5300657585507,-5.944367282870383,-9.425418655780277,33.34239152550332,-13.587286506195163,"3.5","1.65",3,"80",-34,"96.1",2451,"6.6",661512,606625,669257,518692,666158,571970,607208,621035,641355,572204,"53.94",,,,,,,,73,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",211,"0","-0.046"
"CH","2022-06-26","89","-1.41","5.29","Harris II, Michael",671739,606625,,"foul",,,,,4,"Michael Harris II strikes out swinging.","R","L","R","ATL","LAD","S",,,0,0,2022,"-1.39","0.47","-0.41","2.58",,,,0,9,"Bot",,,,,669257,,,5.376117566223312,-129.48049360221887,-1.601798972229326,-16.79269242223559,26.618594803501754,-26.714860636081365,"3.5","1.65",156,"88.9",70,"89.3",2092,"6.4",661512,606625,669257,518692,666158,571970,607208,621035,641355,572204,"54.07",,,,,,,,73,1,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",235,"0","-0.034"
"FC","2022-06-26","97.5","-1.44","6.01","Harris II, Michael",671739,660813,"field_out","hit_into_play",,,,,5,"Michael Harris II grounds out, third baseman Max Muncy to first baseman Freddie Freeman.","R","L","R","ATL","LAD","X",5,"ground_ball",0,0,2022,"-0.15","0.71","-0.06","2.72",661388,,,1,11,"Bot",108.3,164.16,,,669257,,,4.01453702439161,-142.02738985029936,-4.9345183230296,-2.8657115489357223,31.658042500060926,-21.682489677550475,"3.5","1.65",8,"108.4",-17,"96.5",2302,"5.6",661512,660813,669257,518692,666158,571970,607208,621035,641355,572204,"54.9",0.191,0.172,"0",1,0,0,2,93,1,"Cutter",3,5,3,5,5,3,3,5,"Standard","Standard",212,"-0.08","-0.376"
"FF","2022-06-26","92.8","0.85","5.71","Harris II, Michael",671739,681911,"single","hit_into_play",,,,,14,"Michael Harris II singles on a fly ball to right fielder Trayce Thompson.","R","L","L","ATL","LAD","X",9,"fly_ball",0,0,2022,"0.59","1.8","0.91","1.83",,,,0,7,"Bot",143.59,125.59,,,669257,,,-1.149260308029309,-134.90172026986193,-8.081546239447206,7.404529008301799,30.799974098123077,-8.644946077192902,"3.5","1.65",192,"60.7",27,"93.2",2321,"6.7",661512,681911,669257,518692,666158,571970,607208,621035,641355,572204,"53.79",0.614,0.553,"0.9",1,1,0,4,55,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",160,"0.028","0.395"
"CU","2022-06-25","79.8","-1.69","6.05","Harris II, Michael",671739,669952,"field_out","hit_into_play",,,,,8,"Michael Harris II flies out to center fielder Cody Bellinger.","R","L","R","ATL","LAD","X",8,"fly_ball",1,0,2022,"0.31","-1.04","0.07","1.65",,,606115,2,4,"Bot",105.82,96.53,,,605131,,,3.2688877155314926,-116.25516575911996,-1.0056211308638743,2.23600315692907,21.709980361623117,-41.631170678645404,"3.5","1.65",286,"92.6",42,"79.8",2576,"6.2",661138,669952,605131,518692,593643,457759,607208,621035,641355,572204,"54.32",0.003,0.003,"0",1,0,0,3,32,2,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",28,"-0.015","-0.251"
"CU","2022-06-25","78.6","-1.78","6.1","Harris II, Michael",671739,669952,,"ball",,,,,11,"Michael Harris II flies out to center fielder Cody Bellinger.","R","L","R","ATL","LAD","B",,,0,0,2022,"0.44","-0.88","-1.6","4.02",,,606115,2,4,"Bot",,,,,605131,,,-0.41919878179810005,-114.43491090995359,3.891254465922297,3.9235971475446996,20.522804389050656,-40.86252838351872,"3.57","1.69",,,,"78.2",2341,"5.9",661138,669952,605131,518692,593643,457759,607208,621035,641355,572204,"54.59",,,,,,,,32,1,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",33,"0","0.032"
"FF","2022-06-25","94.5","-1.57","6.01","Harris II, Michael",671739,669952,"double","hit_into_play",,,,,8,"Michael Harris II doubles (7) on a sharp line drive to right fielder Trayce Thompson.","R","L","R","ATL","LAD","X",9,"line_drive",0,0,2022,"-0.31","1.07","0.02","2.17",,,,0,3,"Bot",179.62,76.75,,,605131,,,4.836374330308448,-137.4577485942785,-6.707425043238947,-4.977598309480696,29.32093463701166,-17.321489111237447,"3.5","1.65",330,"112.7",15,"94.5",2317,"6.2",661138,669952,605131,518692,593643,457759,607208,621035,641355,572204,"54.28",0.746,0.903,"1.25",1,1,1,6,19,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",205,"0.069","0.633"
"FF","2022-06-25","94.9","2.38","5.82","Harris II, Michael",671739,456034,"single","hit_into_play",,,,,8,"Michael Harris II singles on a ground ball to second baseman Hanser Alberto.   Adam Duvall to 2nd.","R","L","L","ATL","LAD","X",4,"ground_ball",0,1,2022,"0.96","0.69","0.01","2.04",,,594807,2,6,"Bot",153.69,155.31,,,605131,,,-8.300246086513997,-138.05485688611077,-5.793604753118851,14.075503269492126,27.97014314428739,-22.208540231630742,"3.5","1.65",1,"81.1",-57,"94.8",1938,"6.1",661138,456034,605131,518692,593643,457759,607208,621035,641355,572204,"54.44",0.246,0.249,"0.9",1,1,0,2,48,2,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",137,"0.007","0.323"
"FF","2022-06-25","94.7","2.45","5.79","Harris II, Michael",671739,456034,,"foul",,,,,6,"Michael Harris II singles on a ground ball to second baseman Hanser Alberto.   Adam Duvall to 2nd.","R","L","L","ATL","LAD","S",,,0,0,2022,"0.53","1.37","0.37","2.38",,,594807,2,6,"Bot",,,,,605131,,,-6.586658410439289,-137.6101909583217,-6.238531138545001,8.20891929612255,30.920141571103507,-13.622607625486006,"3.5","1.65",199,"69.4",46,"94.3",1961,"6.2",661138,456034,605131,518692,593643,457759,607208,621035,641355,572204,"54.32",,,,,,,,48,1,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",133,"0","-0.035"
"FF","2022-06-25","98.6","-1.24","6.15","Harris II, Michael",671739,660813,"field_out","hit_into_play",,,,,6,"Michael Harris II grounds out, second baseman Hanser Alberto to first baseman Freddie Freeman.","R","L","R","ATL","LAD","X",4,"ground_ball",1,0,2022,"-0.64","1.1","0.74","2.49",,,,2,8,"Bot",159.75,155.31,,,605131,,,6.808098088189791,-143.40967655550577,-7.0420179983165365,-10.366524995738615,30.50432982911823,-15.531398670730566,"3.5","1.65",82,"84.4",5,"98.2",2122,"5.9",661138,660813,605131,518692,593643,457759,607208,621035,641355,572204,"54.61",0.369,0.355,"0",1,0,0,2,70,2,"4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard",222,"-0.003","-0.114"
"FC","2022-06-25","95","-1.52","6.07","Harris II, Michael",671739,660813,,"ball",,,,,12,"Michael Harris II grounds out, second baseman Hanser Alberto to first baseman Freddie Freeman.","R","L","R","ATL","LAD","B",,,0,0,2022,"0.34","0.47","0.86","3.27",,,,2,8,"Bot",,,,,605131,,,5.434735974768713,-138.42492590804443,-2.76999302169426,3.2574678543043594,28.88121608044163,-25.655899724999113,"3.59","1.79",,,,"94.6",2304,"5.8",661138,660813,605131,518692,593643,457759,607208,621035,641355,572204,"54.66",,,,,,,,70,1,"Cutter",5,3,5,3,3,5,5,3,"Standard","Standard",201,"0","0.015"
"FF","2022-06-24","92.3","1.68","5.96","Harris II, Michael",671739,628711,"strikeout","swinging_strike",,,,,11,"Michael Harris II strikes out swinging.","R","L","L","ATL","LAD","S",2,,0,2,2022,"-0.03","1.26","-0.11","4.24",,,,0,6,"Bot",,,,,669257,,,-4.441370328806005,-134.51719308698318,-1.3713724145441362,0.47852349651784193,26.826866552426303,-16.690306500508452,"3.5","1.64",,,,"91.9",2317,"5.8",661139,628711,669257,518692,666158,571970,607208,621035,641355,572204,"54.75",,,"0",1,0,0,,48,3,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Infield shift","Standard",150,"-0.018","-0.141"
"FF","2022-06-24","93.4","1.94","5.86","Harris II, Michael",671739,628711,,"swinging_strike",,,,,12,"Michael Harris II strikes out swinging.","R","L","L","ATL","LAD","S",,,0,1,2022,"0.38","1.42","0.55","4.08",,,,0,6,"Bot",,,,,669257,,,-4.374418014244868,-136.12130086271804,-2.0272291607706556,5.694715488635196,27.359833038408883,-14.13949000912819,"3.5","1.64",,,,"92.9",2549,"5.7",661139,628711,669257,518692,666158,571970,607208,621035,641355,572204,"54.8",,,,,,,,48,2,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Standard",148,"0","-0.046"
"FF","2022-06-24","93.2","1.69","5.9","Harris II, Michael",671739,628711,,"foul_tip",,,,,8,"Michael Harris II strikes out swinging.","R","L","L","ATL","LAD","S",,,0,0,2022,"0.12","1.37","-0.09","2.13",,,,0,6,"Bot",,,,,669257,,,-4.787002512329556,-135.66575975343738,-6.9334905980912,2.4273659829013465,26.938733810465497,-13.92581889365292,"3.5","1.64",,,,"92.8",2291,"5.8",661139,628711,669257,518692,666158,571970,607208,621035,641355,572204,"54.67",,,,,,,,48,1,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Standard",152,"0","-0.034"
"SV","2022-06-24","81.8","1.78","5.83","Harris II, Michael",671739,628711,"strikeout","swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","LAD","S",2,,0,2,2022,"-1.27","0.04","-0.49","0.92",,,606115,0,3,"Bot",,,,,669257,,,-2.6483728389594603,-119.12592351180729,-4.555327478459807,-11.654469918838556,22.205559905745424,-31.15419000912419,"3.5","1.64",,,,"81",2992,"5.7",661139,628711,669257,518692,666158,571970,607208,621035,641355,572204,"54.85",,,"0",1,0,0,,24,3,"Slurve",0,2,0,2,2,0,0,2,"Infield shift","Standard",113,"-0.04","-0.209"
"FF","2022-06-24","93.8","1.78","5.97","Harris II, Michael",671739,628711,,"foul",,,,,4,"Michael Harris II strikes out swinging.","R","L","L","ATL","LAD","S",,,0,1,2022,"0.31","1.23","-0.55","2.9",,,606115,0,3,"Bot",,,,,669257,,,-6.635265281675738,-136.4967391792792,-4.9760705523651465,5.161038505438793,25.985113631341363,-15.791826399578643,"3.5","1.64",214,"79.8",20,"93.2",2554,"5.6",661139,628711,669257,518692,666158,571970,607208,621035,641355,572204,"54.86",,,,,,,,24,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",158,"0","-0.08"
"SV","2022-06-24","80.2","1.74","5.88","Harris II, Michael",671739,628711,,"called_strike",,,,,5,"Michael Harris II strikes out swinging.","R","L","L","ATL","LAD","S",,,0,0,2022,"-1.4","-0.11","0.27","2.79",,,606115,0,3,"Bot",,,,,669257,,,-0.6150528749667691,-116.82773807868742,0.007486170643014267,-12.779118229542648,20.913126021884604,-33.38393293412622,"3.42","1.53",,,,"79.5",2891,"5.7",661139,628711,669257,518692,666158,571970,607208,621035,641355,572204,"54.85",,,,,,,,24,1,"Slurve",0,2,0,2,2,0,0,2,"Standard","Standard",304,"0","-0.066"
"FF","2022-06-24","96.6","-2.61","5.32","Harris II, Michael",671739,543339,"field_out","hit_into_play",,,,,9,"Michael Harris II grounds out, first baseman Freddie Freeman to pitcher Daniel Hudson.","R","L","R","ATL","LAD","X",3,"ground_ball",3,1,2022,"-0.6","1.37","0.65","2.05",,,,0,8,"Bot",149.45,162.58,,,669257,,,10.067110025386192,-140.21328092105816,-6.236572189394611,-10.224743014941167,32.494891471606415,-12.88408484441198,"3.5","1.64",26,"76",-2,"96.7",2423,"6.5",661139,543339,669257,518692,666158,571970,607208,621035,641355,572204,"53.98",0.111,0.1,"0",1,0,0,2,64,5,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",219,"-0.025","-0.375"
"FF","2022-06-24","96.7","-2.69","5.36","Harris II, Michael",671739,543339,,"ball",,,,,6,"Michael Harris II grounds out, first baseman Freddie Freeman to pitcher Daniel Hudson.","R","L","R","ATL","LAD","B",,,2,1,2022,"-0.69","1.22","0.79","2.69",,,,0,8,"Bot",,,,,669257,,,10.864562123057988,-140.4052647601155,-4.309630092886201,-11.59308692920618,32.198372029328326,-15.218858520434967,"3.42","1.54",,,,"96.7",2362,"6.4",661139,543339,669257,518692,666158,571970,607208,621035,641355,572204,"54.09",,,,,,,,64,4,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",218,"0","0.114"
"FF","2022-06-24","97.4","-2.75","5.47","Harris II, Michael",671739,543339,,"ball",,,,,11,"Michael Harris II grounds out, first baseman Freddie Freeman to pitcher Daniel Hudson.","R","L","R","ATL","LAD","B",,,1,1,2022,"-0.7","1.37","-1.42","3.44",,,,0,8,"Bot",,,,,669257,,,5.185436511396205,-141.76230093608248,-3.0813596660932965,-10.644975857847916,32.07171592282657,-13.21203494815651,"3.5","1.65",,,,"97.2",2425,"6.2",661139,543339,669257,518692,666158,571970,607208,621035,641355,572204,"54.33",,,,,,,,64,3,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",215,"0","0.049"
"FF","2022-06-24","97.1","-2.73","5.46","Harris II, Michael",671739,543339,,"ball",,,,,11,"Michael Harris II grounds out, first baseman Freddie Freeman to pitcher Daniel Hudson.","R","L","R","ATL","LAD","B",,,0,1,2022,"-0.73","1.4","-0.47","4.51",,,,0,8,"Bot",,,,,669257,,,7.724549480778938,-141.19282132460802,-0.18185408622696872,-11.603693595852956,33.39935607086587,-13.74456871567423,"3.5","1.71",,,,"96.8",2483,"6.2",661139,543339,669257,518692,666158,571970,607208,621035,641355,572204,"54.27",,,,,,,,64,2,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",218,"0","0.025"
"FF","2022-06-24","97.2","-2.83","5.53","Harris II, Michael",671739,543339,,"swinging_strike",,,,,11,"Michael Harris II grounds out, first baseman Freddie Freeman to pitcher Daniel Hudson.","R","L","R","ATL","LAD","S",,,0,0,2022,"-0.86","1.4","-0.92","3.78",,,,0,8,"Bot",,,,,669257,,,7.07505600186821,-141.34614065106496,-2.314717049492625,-13.14813900392127,34.39302918187627,-13.215053655037307,"3.5","1.64",,,,"96.8",2397,"6.2",661139,543339,669257,518692,666158,571970,607208,621035,641355,572204,"54.26",,,,,,,,64,1,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",222,"0","-0.034"
"CH","2022-06-23","84.8","2.41","4.67","Harris II, Michael",671739,622072,"single","hit_into_play",,,,,7,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","X",9,"ground_ball",2,2,2022,"0.72","0.16","-0.37","1.65",606115,594838,628338,0,2,"Bot",160.02,127.1,,,592200,,,-7.971152287833513,-123.4061576975274,-1.1240662291417451,8.838858325175561,21.26699733724944,-30.52778150900831,"3.5","1.65",138,"100.2",9,"85.4",1563,"6.4",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.12",0.703,0.647,"0.9",1,1,0,4,19,9,"Changeup",1,1,1,1,1,2,2,1,"Standard","Standard",83,"0.079","1.289"
"SL","2022-06-23","84.7","2.47","4.49","Harris II, Michael",671739,622072,,"foul",,,,,13,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","S",,,2,2,2022,"-0.33","0.07","-1.07","2.15",606115,594838,628338,0,2,"Bot",,,,,592200,,,-7.575810609539674,-123.12545620381324,0.7659913290814426,-1.8150895126862592,25.364260148467345,-31.810946980246683,"3.5","1.65",218,"70.5",34,"84.4",2141,"6.2",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.25",,,,,,,,19,8,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",355,"0","0"
"SL","2022-06-23","84.1","2.31","4.69","Harris II, Michael",671739,622072,,"blocked_ball",,,,,13,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","B",,,1,2,2022,"0.06","-0.14","-2.64","0.87",606115,594838,628338,0,2,"Bot",,,,,592200,,,-11.54031389651672,-121.97193616152775,-2.1626944739158303,2.767265745865141,23.357034599191554,-33.306741763474726,"3.57","1.67",,,,"83.9",2116,"6.3",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.24",,,,,,,,19,7,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",33,"0","0.163"
"SL","2022-06-23","84.8","2.45","4.65","Harris II, Michael",671739,622072,,"foul",,,,,13,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","S",,,1,2,2022,"0.14","-0.11","-1.12","2.11",606115,594838,628338,0,2,"Bot",,,,,592200,,,-8.618114409864607,-123.22531582169785,0.7074869598012243,3.342212890106349,26.926808007936327,-33.718736023581954,"3.5","1.65",2,"43.7",-45,"84.2",2116,"6.2",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.29",,,,,,,,19,6,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",355,"0","0"
"SI","2022-06-23","91.6","2.31","4.78","Harris II, Michael",671739,622072,,"foul",,,,,1,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","S",,,1,2,2022,"1.05","0.81","-0.76","2.96",606115,594838,628338,0,2,"Bot",,,,,592200,,,-9.984581189516932,-133.18586387436406,-0.5309745391440864,14.482493223799713,26.09399536797458,-22.522241035115997,"3.5","1.65",326,"98",29,"91.7",2074,"6.2",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.32",,,,,,,,19,5,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",113,"0","0"
"CH","2022-06-23","84.1","2.25","4.78","Harris II, Michael",671739,622072,,"foul",,,,,13,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","S",,,1,2,2022,"0.83","-0.18","-1.11","1.35",606115,594838,628338,0,2,"Bot",,,,,592200,,,-9.492079399153134,-122.21803808288517,-1.2222301886794618,10.091350688424061,23.0837861543325,-33.93853114554595,"3.5","1.65",269,"82.7",35,"84.7",1535,"6.6",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"53.86",,,,,,,,19,4,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",78,"0","0"
"SI","2022-06-23","91.1","2.3","5.02","Harris II, Michael",671739,622072,,"foul",,,,,8,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","S",,,1,1,2022,"1.09","0.94","0.14","1.74",606115,594838,628338,0,2,"Bot",,,,,592200,,,-7.6913189933190225,-132.53829150203086,-4.357440201764771,14.470008415445427,26.144851878468394,-20.314827827671795,"3.5","1.65",235,"74.3",38,"90.7",1994,"5.9",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.59",,,,,,,,19,3,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",138,"0","-0.25"
"SL","2022-06-23","85.4","2.42","4.64","Harris II, Michael",671739,622072,,"blocked_ball",,,,,13,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","B",,,0,1,2022,"-0.27","-0.3","-2.85","0.53",606115,594838,628338,0,2,"Bot",,,,,592200,,,-11.836269239981917,-123.96596914527477,-2.785903861971284,-0.5115018789743109,23.45740270462859,-34.9480183616214,"3.5","1.67",,,,"85.4",2065,"6.3",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54.19",,,,,,,,19,2,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",11,"0","0.075"
"SL","2022-06-23","85.3","2.53","4.59","Harris II, Michael",671739,622072,,"swinging_strike_blocked",,,,,13,"Michael Harris II singles on a sharp ground ball to right fielder Mike Yastrzemski.   Orlando Arcia scores.    Phil Gosselin to 3rd.    Guillermo Heredia to 2nd.","R","L","L","ATL","SF","S",,,0,0,2022,"-0.42","-0.19","-1.44","0.94",606115,594838,628338,0,2,"Bot",,,,,592200,,,-8.530290409987698,-124.041895099859,-1.9623877804025702,-2.8061915926462837,22.033827754837358,-33.995702320265316,"3.5","1.65",,,,"86",2120,"6.5",661140,622072,592200,573131,527038,446334,642731,592626,596103,573262,"54",,,,,,,,19,1,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",14,"0","-0.156"
"FS","2022-06-23","84.2","-1.99","6.37","Harris II, Michael",671739,641793,"strikeout","swinging_strike",,,,,8,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","S",2,,1,2,2022,"-0.49","0.27","0","1.82",,,606115,2,3,"Bot",,,,,592200,,,5.595766296095873,-122.49795861168599,-4.732620542844221,-6.013809659999888,23.005461855910852,-28.78887878763704,"3.5","1.65",,,,"84.4",791,"6.3",661140,641793,592200,573131,527038,446334,642731,592626,596103,573262,"54.18",,,"0",1,0,0,,31,4,"Split-Finger",6,1,6,1,1,6,6,1,"Infield shift","Standard",240,"-0.005","-0.158"
"FF","2022-06-23","95.2","-1.88","6.26","Harris II, Michael",671739,641793,,"ball",,,,,12,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","B",,,0,2,2022,"-0.6","1.37","0.9","3.75",,,606115,2,3,"Bot",,,,,592200,,,8.689890881227127,-138.44599107823302,-4.059612747818567,-9.565296246212935,29.85775749720567,-13.79068499412137,"3.5","1.53",,,,"95.9",2069,"6.7",661140,641793,592200,573131,527038,446334,642731,592626,596103,573262,"53.84",,,,,,,,31,3,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Infield shift","Standard",204,"0","0.023"
"SL","2022-06-23","84","1.41","5.8","Harris II, Michael",671739,606424,"field_out","hit_into_play",,,,,13,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","X",4,"ground_ball",1,2,2022,"-0.63","-0.09","-0.95","2.03",,,,0,6,"Bot",145.09,154.81,,,642851,,,-4.233875769403716,-122.41650583584031,-2.290228440992058,-5.7056948273260755,20.35402996265372,-32.83632303727054,"3.5","1.65",41,"84.4",0,"85",2295,"6.5",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"53.98",0.234,0.219,"0",1,0,0,2,55,8,"Slider",7,4,7,4,4,7,7,4,"Infield shift","Standard",261,"-0.007","-0.158"
"FF","2022-06-23","95.1","1.5","5.75","Harris II, Michael",671739,606424,,"foul",,,,,1,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","S",,,1,2,2022,"1.05","1.13","-0.44","3.04",,,,0,6,"Bot",,,,,642851,,,-7.464418100805189,-138.46577091664093,-4.092524781322554,15.091778158984406,27.30365462427124,-16.867248608433613,"3.5","1.65",310,"98.8",43,"96.1",2284,"6.5",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"53.95",,,,,,,,55,7,"4-Seam Fastball",7,4,7,4,4,7,7,4,"Infield shift","Standard",135,"0","0"
